cellID	neuro
SRR7408401	0
SRR7408404	0
SRR7408418	0
SRR7408426	0
SRR7408446	0
SRR7408448	0
SRR7408458	0
SRR7408482	0
SRR7408486	0
SRR7408487	0
SRR7408498	0
SRR7408527	0
SRR7408536	0
SRR7408537	0
SRR7408542	0
SRR7408547	0
SRR7408557	0
SRR7408559	0
SRR7408570	0
SRR7408582	0
SRR7408586	0
SRR7408588	0
SRR7408593	0
SRR7408608	0
SRR7408627	0
SRR7408628	0
SRR7408632	0
SRR7408663	0
SRR7408671	0
SRR7408679	0
SRR7408681	0
SRR7408686	0
SRR7408691	0
SRR7408693	0
SRR7408695	0
SRR7408705	0
SRR7408722	0
SRR7408730	0
SRR7408731	0
SRR7408738	0
SRR7408740	0
SRR7408742	0
SRR7408743	0
SRR7408745	0
SRR7408747	0
SRR7408753	0
SRR7408756	0
SRR7408760	0
SRR7408763	0
SRR7408765	0
SRR7408772	0
SRR7408773	0
SRR7408778	0
SRR7408791	0
SRR7408795	0
SRR7408803	0
SRR7408812	0
SRR7408815	0
SRR7408821	0
SRR7408822	0
SRR7408823	0
SRR7408825	0
SRR7408826	0
SRR7408837	0
SRR7408838	0
SRR7408850	0
SRR7408861	0
SRR7408868	0
SRR7408870	0
SRR7408877	0
SRR7408888	0
SRR7408896	0
SRR7408903	0
SRR7408917	0
SRR7408923	0
SRR7408931	0
SRR7408942	0
SRR7408948	0
SRR7408951	0
SRR7408957	0
SRR7408960	0
SRR7408966	0
SRR7408967	0
SRR7408975	0
SRR7408976	0
SRR7408978	0
SRR7408980	0
SRR7408983	0
SRR7408984	0
SRR7408991	0
SRR7408996	0
SRR7409001	0
SRR7409002	0
SRR7409006	0
SRR7409010	0
SRR7409017	0
SRR7409027	0
SRR7409034	0
SRR7409036	0
SRR7409038	0
SRR7409043	0
SRR7409046	0
SRR7409057	0
SRR7409077	0
SRR7409091	0
SRR7409093	0
SRR7409094	0
SRR7409096	0
SRR7409099	0
SRR7409104	0
SRR7409107	0
SRR7409108	0
SRR7409115	0
SRR7409137	0
SRR7409138	0
SRR7409151	0
SRR7409160	0
SRR7409169	0
SRR7409175	0
SRR7409176	0
SRR7409203	0
SRR7409214	0
SRR7409247	0
SRR7409258	0
SRR7409259	0
SRR7409268	0
SRR7409276	0
SRR7409300	0
SRR7409302	0
SRR7409309	0
SRR7409313	0
SRR7409328	0
SRR7409329	0
SRR7409335	0
SRR7409336	0
SRR7409343	0
SRR7409345	0
SRR7409348	0
SRR7409352	0
SRR7409356	0
SRR7409359	0
SRR7409360	0
SRR7409362	0
SRR7409364	0
SRR7409372	0
SRR7409373	0
SRR7409377	0
SRR7409381	0
SRR7409385	0
SRR7409387	0
SRR7409396	0
SRR7409400	0
SRR7409403	0
SRR7409416	0
SRR7409422	0
SRR7409444	0
SRR7409452	0
SRR7409476	0
SRR7409486	0
SRR7409498	0
SRR7409541	0
SRR7409556	0
SRR7409567	0
SRR7409571	0
SRR7409573	0
SRR7409574	0
SRR7409582	0
SRR7409610	0
SRR7409632	0
SRR7409636	0
SRR7409730	0
SRR7409763	0
SRR7409770	0
SRR7409773	0
SRR7409775	0
SRR7409776	0
SRR7409779	0
SRR7409780	0
SRR7409790	0
SRR7409791	0
SRR7409793	0
SRR7409797	0
SRR7409798	0
SRR7409804	0
SRR7409810	0
SRR7409812	0
SRR7409813	0
SRR7409816	0
SRR7409820	0
SRR7409837	0
SRR7409838	0
SRR7409842	0
SRR7409849	0
SRR7409852	0
SRR7409856	0
SRR7409860	0
SRR7409862	0
SRR7409870	0
SRR7409880	0
SRR7409885	0
SRR7409892	0
SRR7409895	0
SRR7409897	0
SRR7409898	0
SRR7409899	0
SRR7409901	0
SRR7409902	0
SRR7409905	0
SRR7409917	0
SRR7409932	0
SRR7409935	0
SRR7409941	0
SRR7409950	0
SRR7409954	0
SRR7409957	0
SRR7409961	0
SRR7409974	0
SRR7409989	0
SRR7409990	0
SRR7409993	0
SRR7409997	0
SRR7410003	0
SRR7410011	0
SRR7410014	0
SRR7410017	0
SRR7410020	0
SRR7410028	0
SRR7410030	0
SRR7410031	0
SRR7410032	0
SRR7410036	0
SRR7410041	0
SRR7410050	0
SRR7410057	0
SRR7410061	0
SRR7410071	0
SRR7410089	0
SRR7410091	0
SRR7410096	0
SRR7410097	0
SRR7408485	1
SRR7408551	1
SRR7408600	1
SRR7408622	1
SRR7408633	1
SRR7408656	1
SRR7408664	1
SRR7408677	1
SRR7408712	1
SRR7408784	1
SRR7408848	1
SRR7408856	1
SRR7408866	1
SRR7408892	1
SRR7408990	1
SRR7409062	1
SRR7409064	1
SRR7409078	1
SRR7409583	1
SRR7409853	1
SRR7409942	1
SRR7409968	1
SRR7409978	1
SRR7410042	1
SRR7410056	1
SRR7410081	1
